case_id,config_id,seed,ap_count,ref_classes,learned_classes,n_member_total,n_member_fill,n_member_harvest,n_member_saturation,n_member_pcache,n_equiv,n_splits,n_columns_lin,n_columns_om,n_saturation_checks,n_saturation_escalations,n_classes_initial,stall_class,n_guard_firings,guard_fired_final,cex_policy,max_cex_stem,max_cex_loop,max_query_word_len,eq_certification,export_associative,fixpoint_congruent,wall_seconds,verdict,detail
2state3ap1acc_parity_00824856189703608590,no-sat-exact,0,3,18,16,1248,1230,18,0,0,6,7,0,9,0,0,9,permanent,6,1,minimal,1,4,6,exact,n/a,false,12.131,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_00824856189703608590_c,no-sat-exact,0,3,18,16,1248,1230,18,0,0,6,7,0,9,0,0,9,permanent,6,1,minimal,1,4,6,exact,n/a,false,22.455,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_00865795744191920295,no-sat-exact,0,3,20,15,1250,1231,19,0,0,6,8,0,9,0,0,7,permanent,4,0,minimal,1,5,7,exact,n/a,false,23.422,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_00865795744191920295_c,no-sat-exact,0,3,20,15,1250,1231,19,0,0,6,8,0,9,0,0,7,permanent,4,0,minimal,1,5,7,exact,n/a,false,18.650,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_00933627510788510918,no-sat-exact,0,3,27,24,2029,2009,20,0,0,6,12,0,10,0,0,12,permanent,6,1,minimal,1,4,6,exact,n/a,false,23.375,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_00933627510788510918_c,no-sat-exact,0,3,27,24,2029,2009,20,0,0,6,12,0,10,0,0,12,permanent,6,1,minimal,1,4,6,exact,n/a,false,48.751,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01025368283492682149,no-sat-exact,0,3,22,20,1707,1688,19,0,0,6,9,0,10,0,0,11,permanent,5,1,minimal,1,5,7,exact,n/a,false,27.595,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01025368283492682149_c,no-sat-exact,0,3,22,20,1707,1688,19,0,0,6,9,0,10,0,0,11,permanent,5,1,minimal,1,5,7,exact,n/a,false,22.664,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01100260466741905549,no-sat-exact,0,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.008,BUDGET,
2state3ap1acc_parity_01100260466741905549_c,no-sat-exact,0,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.002,BUDGET,
2state3ap1acc_parity_01190702083017216040,no-sat-exact,0,3,40,40,3808,3618,28,0,162,8,31,1,10,0,0,9,transient,7,0,minimal,0,5,8,exact,true,true,41.390,SOUND,
2state3ap1acc_parity_01190702083017216040_c,no-sat-exact,0,3,40,40,3808,3618,28,0,162,8,31,1,10,0,0,9,transient,7,0,minimal,0,5,8,exact,true,true,50.631,SOUND,
2state3ap1acc_parity_01200861846203071189,no-sat-exact,0,3,5,5,301,290,5,0,6,3,3,2,2,0,0,2,transient,0,0,minimal,1,1,4,exact,true,true,5.670,SOUND,
2state3ap1acc_parity_01200861846203071189_c,no-sat-exact,0,3,5,5,301,290,5,0,6,3,3,2,2,0,0,2,transient,0,0,minimal,1,1,4,exact,true,true,11.486,SOUND,
2state3ap1acc_parity_01225336004786434058,no-sat-exact,0,3,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.017,BUDGET,
1state3ap1acc_00394_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.679,SOUND,
1state3ap1acc_00398,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,6.003,SOUND,
2state3ap1acc_parity_01225336004786434058_c,no-sat-exact,0,3,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.018,BUDGET,
2state3ap1acc_parity_01246612663415721093,no-sat-exact,0,3,21,20,1494,1478,16,0,0,5,9,0,8,0,0,11,permanent,5,1,minimal,1,5,6,exact,n/a,false,12.919,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01246612663415721093_c,no-sat-exact,0,3,21,20,1494,1478,16,0,0,5,9,0,8,0,0,11,permanent,5,1,minimal,1,5,6,exact,n/a,false,23.833,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01309372733713888596,no-sat-exact,0,3,34,33,4406,4366,40,0,0,11,24,0,16,0,0,9,permanent,10,1,minimal,1,6,9,exact,n/a,false,58.703,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01309372733713888596_c,no-sat-exact,0,3,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.002,BUDGET,
2state3ap1acc_parity_01373855241530822097,no-sat-exact,0,3,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.028,BUDGET,
2state3ap1acc_parity_01373855241530822097_c,no-sat-exact,0,3,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.026,BUDGET,
2state3ap1acc_parity_01397178673302434289,no-sat-exact,0,3,20,18,967,964,3,0,0,2,8,0,6,0,0,10,permanent,2,1,minimal,1,1,6,exact,n/a,false,12.227,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01397178673302434289_c,no-sat-exact,0,3,20,18,967,964,3,0,0,2,8,0,6,0,0,10,permanent,2,1,minimal,1,1,6,exact,n/a,false,12.457,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01441688038900536962,no-sat-exact,0,3,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.030,BUDGET,
2state3ap1acc_parity_01441688038900536962_c,no-sat-exact,0,3,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.033,BUDGET,
2state3ap1acc_parity_01644858810352803401,no-sat-exact,0,3,30,29,3413,3373,40,0,0,10,20,3,11,0,0,9,permanent,10,1,minimal,2,6,13,exact,n/a,false,54.969,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01644858810352803401_c,no-sat-exact,0,3,30,29,3413,3373,40,0,0,10,20,3,11,0,0,9,,10,1,minimal,2,6,13,exact,n/a,false,60.000,BUDGET,
2state3ap1acc_parity_01676077939355407245,no-sat-exact,0,3,26,19,1632,1608,24,0,0,7,10,2,8,0,0,9,permanent,7,1,minimal,3,4,8,exact,n/a,false,28.066,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01676077939355407245_c,no-sat-exact,0,3,26,19,1632,1608,24,0,0,7,10,2,8,0,0,9,permanent,7,1,minimal,3,4,8,exact,n/a,false,34.052,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01766513145226448584,no-sat-exact,0,3,25,22,1871,1848,23,0,0,7,13,0,10,0,0,9,permanent,7,1,minimal,1,4,6,exact,n/a,false,22.215,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01766513145226448584_c,no-sat-exact,0,3,25,22,1871,1848,23,0,0,7,13,0,10,0,0,9,permanent,7,1,minimal,1,4,6,exact,n/a,false,23.598,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01781678433110145582,no-sat-exact,0,3,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.011,BUDGET,
2state3ap1acc_parity_01781678433110145582_c,no-sat-exact,0,3,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.011,BUDGET,
2state3ap1acc_parity_01830543289898687049,no-sat-exact,0,3,26,26,2510,2385,23,0,102,7,19,1,10,0,0,7,transient,6,0,minimal,2,4,8,exact,true,true,30.764,SOUND,
1state3ap1acc_00398_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.544,SOUND,
1state3ap1acc_00406,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,6.117,SOUND,
2state3ap1acc_parity_01830543289898687049_c,no-sat-exact,0,3,26,26,2510,2385,23,0,102,7,19,1,10,0,0,7,,6,0,minimal,2,4,8,exact,true,true,60.000,BUDGET,
2state3ap1acc_parity_01895559373757509201,no-sat-exact,0,3,6,6,305,290,5,0,10,3,3,2,2,0,0,3,transient,0,0,minimal,1,1,4,exact,true,true,12.481,SOUND,
2state3ap1acc_parity_01895559373757509201_c,no-sat-exact,0,3,6,6,305,290,5,0,10,3,3,2,2,0,0,3,transient,0,0,minimal,1,1,4,exact,true,true,12.600,SOUND,
2state3ap1acc_parity_01988522205880338763,no-sat-exact,0,3,27,22,1947,1928,19,0,0,6,10,0,10,0,0,12,permanent,6,1,minimal,1,5,8,exact,n/a,false,38.237,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_01988522205880338763_c,no-sat-exact,0,3,27,22,1947,1928,19,0,0,6,10,0,10,0,0,12,permanent,6,1,minimal,1,5,8,exact,n/a,false,32.875,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_02094854612666782363,no-sat-exact,0,3,29,24,2643,2611,32,0,0,9,14,3,10,0,0,10,,9,1,minimal,1,5,8,exact,n/a,false,60.000,BUDGET,
2state3ap1acc_parity_02094854612666782363_c,no-sat-exact,0,3,29,24,2643,2611,32,0,0,9,14,3,10,0,0,10,,9,1,minimal,1,5,8,exact,n/a,false,60.000,BUDGET,
2state3ap1acc_parity_02126486889041777631,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,11.558,SOUND,
2state3ap1acc_parity_02126486889041777631_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,11.662,SOUND,
2state3ap1acc_parity_02169604019979078670,no-sat-exact,0,3,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.022,BUDGET,
2state3ap1acc_parity_02169604019979078670_c,no-sat-exact,0,3,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.036,BUDGET,
2state3ap1acc_parity_02396250507214873544,no-sat-exact,0,3,25,21,1610,1591,19,0,0,6,13,0,9,0,0,8,permanent,6,1,minimal,1,4,6,exact,n/a,false,35.581,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_02396250507214873544_c,no-sat-exact,0,3,25,21,1610,1591,19,0,0,6,13,0,9,0,0,8,permanent,6,1,minimal,1,4,6,exact,n/a,false,34.870,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_02398314845859828916,no-sat-exact,0,3,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.030,BUDGET,
2state3ap1acc_parity_02398314845859828916_c,no-sat-exact,0,3,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.018,BUDGET,
2state3ap1acc_parity_02567138164982922670,no-sat-exact,0,3,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.007,BUDGET,
2state3ap1acc_parity_02567138164982922670_c,no-sat-exact,0,3,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.016,BUDGET,
2state3ap1acc_parity_02614646715407461635,no-sat-exact,0,3,12,9,487,484,3,0,0,2,1,0,6,0,0,8,permanent,2,1,minimal,1,2,5,exact,n/a,false,15.915,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_02614646715407461635_c,no-sat-exact,0,3,12,9,487,484,3,0,0,2,1,0,6,0,0,8,permanent,2,1,minimal,1,2,5,exact,n/a,false,15.818,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_02738846096277145868,no-sat-exact,0,3,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,52.161,OVERSIZE,OVERSIZE:exact: transformation closure exceeds 200000 elements (instance too large for exact mode)
1state3ap1acc_00406_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.792,SOUND,
1state3ap1acc_00408,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,6.185,SOUND,
2state3ap1acc_parity_02738846096277145868_c,no-sat-exact,0,3,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,56.005,OVERSIZE,OVERSIZE:exact: transformation closure exceeds 200000 elements (instance too large for exact mode)
2state3ap1acc_parity_02960615576177101189,no-sat-exact,0,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.066,BUDGET,
2state3ap1acc_parity_02960615576177101189_c,no-sat-exact,0,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.040,BUDGET,
2state3ap1acc_parity_02998398176174888340,no-sat-exact,0,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.019,BUDGET,
2state3ap1acc_parity_02998398176174888340_c,no-sat-exact,0,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.002,BUDGET,
2state3ap1acc_parity_03163634684927928491,no-sat-exact,0,3,6,5,270,266,4,0,0,2,1,1,2,0,0,4,permanent,1,0,minimal,0,4,5,exact,n/a,false,11.810,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03163634684927928491_c,no-sat-exact,0,3,6,5,270,266,4,0,0,2,1,1,2,0,0,4,permanent,1,0,minimal,0,4,5,exact,n/a,false,9.328,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03172819198183589172,no-sat-exact,0,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.018,BUDGET,
2state3ap1acc_parity_03172819198183589172_c,no-sat-exact,0,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.018,BUDGET,
2state3ap1acc_parity_03180546295787250824,no-sat-exact,0,3,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.032,BUDGET,
2state3ap1acc_parity_03180546295787250824_c,no-sat-exact,0,3,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.025,BUDGET,
2state3ap1acc_parity_03229356971305243857,no-sat-exact,0,3,29,26,2958,2923,35,0,0,10,18,2,11,0,0,8,permanent,9,1,minimal,1,5,6,exact,n/a,false,51.929,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03229356971305243857_c,no-sat-exact,0,3,29,26,2958,2923,35,0,0,10,18,2,11,0,0,8,permanent,9,1,minimal,1,5,6,exact,n/a,false,35.560,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03296843726447724620,no-sat-exact,0,3,25,21,1954,1929,25,0,0,7,14,2,8,0,0,7,,7,1,minimal,1,4,7,exact,n/a,false,60.000,BUDGET,
2state3ap1acc_parity_03296843726447724620_c,no-sat-exact,0,3,25,21,1954,1929,25,0,0,7,14,2,8,0,0,7,permanent,7,1,minimal,1,4,7,exact,n/a,false,33.387,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03335295971978398391,no-sat-exact,0,3,4,4,152,145,0,0,7,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.501,SOUND,
2state3ap1acc_parity_03335295971978398391_c,no-sat-exact,0,3,4,4,152,145,0,0,7,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,9.966,SOUND,
2state3ap1acc_parity_03407342694591167522,no-sat-exact,0,3,26,21,1876,1857,19,0,0,6,7,2,9,0,0,14,permanent,5,1,minimal,2,4,5,exact,n/a,false,39.645,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03407342694591167522_c,no-sat-exact,0,3,26,21,1876,1857,19,0,0,6,7,2,9,0,0,14,permanent,5,1,minimal,2,4,5,exact,n/a,false,19.144,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_03447036173883588338,no-sat-exact,0,3,5,5,228,218,0,0,10,1,0,0,3,0,0,5,none,0,0,minimal,0,0,3,exact,true,true,5.798,SOUND,
1state3ap1acc_00408_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.637,SOUND,
1state3ap1acc_00410,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,6.595,SOUND,
2state3ap1acc_parity_03447036173883588338_c,no-sat-exact,0,3,5,5,228,218,0,0,10,1,0,0,3,0,0,5,none,0,0,minimal,0,0,3,exact,true,true,6.810,SOUND,
2state3ap1acc_parity_03650853673930076033,no-sat-exact,0,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.032,BUDGET,
2state3ap1acc_parity_03650853673930076033_c,no-sat-exact,0,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.032,BUDGET,
2state3ap1acc_parity_04051634510383129369,no-sat-exact,0,3,26,21,1493,1478,15,0,0,5,13,0,8,0,0,8,permanent,4,1,minimal,1,5,6,exact,n/a,false,39.055,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_04051634510383129369_c,no-sat-exact,0,3,26,21,1493,1478,15,0,0,5,13,0,8,0,0,8,permanent,4,1,minimal,1,5,6,exact,n/a,false,40.538,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
2state3ap1acc_parity_04183516953102166478,no-sat-exact,0,3,19,16,1249,1231,18,0,0,6,7,1,8,0,0,9,permanent,4,0,minimal,1,5,7,exact,n/a,false,21.941,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
